task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
390	97/f6c046	2153267	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-892)	COMPLETED	0	2022-06-13 00:18:14.630	35m 49s	13m 32s	96.6%	16.5 GB	17.4 GB	1.1 GB	182.2 KB
697	db/0c19d8	2153286	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-640)	COMPLETED	0	2022-06-13 00:23:19.659	30m 44s	3m 19s	95.3%	43.4 GB	44.1 GB	1.5 GB	144.2 KB
960	b4/57ee4c	2153438	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method+non-targeting-00001)	COMPLETED	0	2022-06-13 00:47:54.976	6m 19s	1m 5s	95.1%	3.5 GB	4.3 GB	150.2 MB	3.7 KB
319	f9/7a36bf	2153262	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-202)	COMPLETED	0	2022-06-13 00:17:04.812	37m 14s	16m 28s	96.9%	6.6 GB	7.4 GB	1.1 GB	170.2 KB
335	5f/14b81e	2153263	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-724)	COMPLETED	0	2022-06-13 00:17:19.840	37m 9s	16m 22s	95.9%	6.6 GB	7.4 GB	1.1 GB	172.4 KB
717	f6/5939a7	2153290	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-598)	COMPLETED	0	2022-06-13 00:23:39.705	30m 49s	2m 42s	91.1%	43.4 GB	44.1 GB	1.5 GB	141.9 KB
1387	71/1ca3af	2153464	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00017)	COMPLETED	0	2022-06-13 00:53:55.708	32.9s	12.2s	79.8%	490.2 MB	1.2 GB	57.9 MB	4.1 KB
967	f7/c4048e	2153440	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method+non-targeting-00002)	COMPLETED	0	2022-06-13 00:48:00.951	6m 43s	23.8s	90.6%	3.5 GB	4.1 GB	113 MB	7.2 KB
1364	f6/33a7fe	2153462	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00012)	COMPLETED	0	2022-06-13 00:53:36.268	1m 12s	34.3s	88.3%	953.9 MB	1.8 GB	95 MB	3.6 KB
1419	1f/77991f	2153468	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00025)	COMPLETED	0	2022-06-13 00:54:20.311	33.3s	12.2s	79.4%	393.2 MB	1.1 GB	57.9 MB	4.1 KB
447	86/d07c4a	2153272	run_method (frangieh/control/gene+seurat_de+NO-SITE-694)	COMPLETED	0	2022-06-13 00:19:10.757	35m 58s	16m 32s	97.3%	6.6 GB	7.4 GB	1.1 GB	172.7 KB
987	e9/7a6b74	2153441	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method+non-targeting-00007)	COMPLETED	0	2022-06-13 00:48:14.836	6m 54s	24.1s	91.3%	3.5 GB	4.1 GB	113 MB	7.1 KB
395	94/2dc632	2153268	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-177)	COMPLETED	0	2022-06-13 00:18:19.663	36m 59s	16m 25s	96.6%	6.6 GB	7.4 GB	1.1 GB	171 KB
1470	d4/5b0569	2153357	run_method (simulated/experiment_1/gene+mimosca+NTC-9)	COMPLETED	0	2022-06-13 00:35:29.801	19m 49s	6m 57s	95.3%	9.7 GB	10.4 GB	666.7 MB	104.2 KB
1376	91/0ec937	2153463	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00015)	COMPLETED	0	2022-06-13 00:53:45.544	1m 33s	33.8s	87.9%	956.4 MB	1.8 GB	95 MB	3.6 KB
527	cb/d9cc90	2153278	run_method (frangieh/control/gene+seurat_de+NO-SITE-229)	COMPLETED	0	2022-06-13 00:20:29.759	35m 4s	16m 39s	98.4%	6.6 GB	7.4 GB	1.1 GB	171.4 KB
1435	23/997c22	2153470	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00029)	COMPLETED	0	2022-06-13 00:54:32.099	1m 12s	12.7s	83.0%	397.8 MB	1.1 GB	57.9 MB	4.1 KB
999	80/d3ccc3	2153442	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method+non-targeting-00010)	COMPLETED	0	2022-06-13 00:48:25.054	7m 24s	23.9s	91.0%	3.5 GB	4.1 GB	113 MB	7.2 KB
1362	32/86215b	2153461	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00011)	COMPLETED	0	2022-06-13 00:53:35.544	2m 13s	1m 6s	95.0%	525.5 MB	1.2 GB	57.9 MB	3.3 KB
1400	36/285bc4	2153466	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00021)	COMPLETED	0	2022-06-13 00:54:06.642	1m 42s	33.7s	90.4%	958.1 MB	1.8 GB	95 MB	3.6 KB
274	83/18a839	2153195	run_method (frangieh/co_culture/gene+schraivogel_method+NO-SITE-205)	COMPLETED	0	2022-06-12 23:54:21.351	1h 1m 42s	17m 19s	97.4%	24.1 GB	24.9 GB	1.6 GB	176.8 KB
1398	80/ac2f7c	2153465	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00020)	COMPLETED	0	2022-06-13 00:54:05.727	2m 8s	1m	95.3%	525.5 MB	1.2 GB	57.9 MB	3.2 KB
1414	e1/aecba7	2153467	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00024)	COMPLETED	0	2022-06-13 00:54:15.588	2m 8s	59.7s	94.2%	525.5 MB	1.2 GB	57.9 MB	3.2 KB
1434	3d/93106d	2153469	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00029)	COMPLETED	0	2022-06-13 00:54:30.473	2m 18s	1m 40s	96.4%	525.5 MB	1.2 GB	57.9 MB	3.3 KB
757	84/283743	2153291	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-81)	COMPLETED	0	2022-06-13 00:24:19.733	32m 54s	3m 19s	95.3%	43.4 GB	44.1 GB	1.5 GB	142.2 KB
1064	2d/329238	2153445	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method+non-targeting-00027)	COMPLETED	0	2022-06-13 00:49:21.039	8m 3s	1m 8s	95.2%	3.5 GB	4.3 GB	150.2 MB	3.7 KB
1131	ed/a7df71	2153449	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00013)	COMPLETED	0	2022-06-13 00:50:20.077	7m 29s	25.8s	90.7%	3.6 GB	4.3 GB	105.1 MB	7.3 KB
446	1b/800e4f	2153271	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-694)	COMPLETED	0	2022-06-13 00:19:09.710	39m 59s	12m 31s	96.5%	16.6 GB	17.4 GB	1.1 GB	181.9 KB
410	53/6748e7	2153269	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-594)	COMPLETED	0	2022-06-13 00:18:34.669	41m 34s	13m 6s	96.7%	16.4 GB	17.2 GB	1.1 GB	182.1 KB
1448	f2/ec0e31	2153239	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-4)	COMPLETED	0	2022-06-13 00:13:55.788	47m 13s	17m 15s	99.8%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
1526	a0/f8c5b2	2153365	run_method (simulated/experiment_1/gene+mimosca+NTC-23)	COMPLETED	0	2022-06-13 00:36:15.747	25m 3s	8m 44s	95.5%	9.7 GB	10.4 GB	666.7 MB	104.3 KB
586	6f/0b19ea	2153280	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-670)	COMPLETED	0	2022-06-13 00:21:29.748	40m 49s	15m 26s	97.6%	25.6 GB	26.5 GB	1.5 GB	175.6 KB
631	62/340026	2153282	run_method (frangieh/ifn_gamma/gene+seurat_de+ONE-NON-GENE-SITE-249)	COMPLETED	0	2022-06-13 00:22:14.699	40m 4s	22m 45s	98.3%	8.9 GB	9.8 GB	1.5 GB	169.3 KB
651	8b/ee4c0e	2153284	run_method (frangieh/ifn_gamma/gene+seurat_de+ONE-NON-GENE-SITE-993)	COMPLETED	0	2022-06-13 00:22:34.752	40m 4s	22m 20s	96.9%	8.9 GB	9.8 GB	1.5 GB	169.1 KB
313	a0/207f70	2153372	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-290)	COMPLETED	0	2022-06-13 00:37:54.649	25m 4s	2m 53s	93.0%	27.9 GB	28.6 GB	1.1 GB	148.1 KB
635	f3/f590a8	2153283	run_method (frangieh/ifn_gamma/gene+seurat_de+ONE-NON-GENE-SITE-848)	COMPLETED	0	2022-06-13 00:22:19.794	40m 59s	23m 39s	98.9%	8.9 GB	9.8 GB	1.5 GB	166.7 KB
321	64/c8b654	2153375	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-202)	COMPLETED	0	2022-06-13 00:38:01.789	25m 27s	2m 8s	88.6%	27.9 GB	28.6 GB	1.1 GB	147.5 KB
1452	56/95997e	2153241	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-5)	COMPLETED	0	2022-06-13 00:13:59.765	50m 14s	20m 33s	98.0%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
698	31/394973	2153287	run_method (frangieh/ifn_gamma/gene+seurat_de+ONE-NON-GENE-SITE-714)	COMPLETED	0	2022-06-13 00:23:20.768	40m 58s	23m 19s	98.9%	8.9 GB	9.8 GB	1.5 GB	166.8 KB
345	d3/7e748b	2153378	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-848)	COMPLETED	0	2022-06-13 00:38:21.501	26m 12s	2m 8s	89.0%	27.9 GB	28.6 GB	1.1 GB	141.5 KB
1472	98/ae6ba4	2153245	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-10)	COMPLETED	0	2022-06-13 00:14:19.759	50m 59s	20m 44s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.9 KB
699	30/071e07	2153288	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-714)	COMPLETED	0	2022-06-13 00:23:22.245	41m 56s	17m 39s	97.4%	25.6 GB	26.5 GB	1.5 GB	175.6 KB
353	33/bd9268	2153381	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-409)	COMPLETED	0	2022-06-13 00:38:30.042	27m 9s	2m 11s	87.9%	27.9 GB	28.6 GB	1.1 GB	125.5 KB
939	d0/b8e238	2153510	run_method (papalexi/eccite_screen/protein+weissman_method+NTg5)	COMPLETED	0	2022-06-13 01:05:40.153	33.6s	11.6s	76.9%	395 MB	1.1 GB	49.6 MB	3.3 KB
1475	fa/4137bc	2153248	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-11)	COMPLETED	0	2022-06-13 00:14:23.039	51m 56s	20m 12s	98.9%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
409	35/7cc4f1	2153387	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-714)	COMPLETED	0	2022-06-13 00:39:21.674	27m 22s	2m 7s	90.1%	27.9 GB	28.6 GB	1.1 GB	147 KB
1512	3f/61e893	2153251	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-20)	COMPLETED	0	2022-06-13 00:14:59.761	52m 39s	21m 27s	93.7%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
429	05/3394ee	2153391	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-915)	COMPLETED	0	2022-06-13 00:39:39.804	27m 59s	2m 6s	89.6%	27.9 GB	28.6 GB	1.1 GB	144.3 KB
465	03/7e2ada	2153395	run_method (frangieh/control/gene+weissman_method+NO-SITE-81)	COMPLETED	0	2022-06-13 00:40:10.629	27m 43s	2m 45s	94.6%	27.9 GB	28.6 GB	1.1 GB	145.9 KB
425	ce/46e0a1	2153390	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-598)	COMPLETED	0	2022-06-13 00:39:36.189	28m 38s	2m 31s	93.2%	27.9 GB	28.6 GB	1.1 GB	127.3 KB
1095	1f/63f5fd	2153514	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00004)	COMPLETED	0	2022-06-13 01:07:40.274	38.4s	26.8s	83.0%	3.7 GB	4.4 GB	105.1 MB	7.3 KB
1212	2f/65d4cc	2153223	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00004)	COMPLETED	0	2022-06-13 00:09:59.609	59m 34s	30m 8s	98.6%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
477	31/6c9d5d	2153399	run_method (frangieh/control/gene+weissman_method+NO-SITE-386)	COMPLETED	0	2022-06-13 00:40:22.786	29m 26s	2m 9s	89.5%	27.9 GB	28.6 GB	1.1 GB	146.2 KB
1439	26/84b41b	2153352	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-2)	COMPLETED	0	2022-06-13 00:35:05.669	35m 33s	20m 13s	97.8%	20.2 GB	21.1 GB	703.8 MB	126.9 KB
489	fa/435ddd	2153400	run_method (frangieh/control/gene+weissman_method+NO-SITE-136)	COMPLETED	0	2022-06-13 00:40:35.149	30m 19s	2m 32s	92.3%	27.9 GB	28.6 GB	1.1 GB	149.2 KB
1319	1e/7487f9	2153522	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00000)	COMPLETED	0	2022-06-13 01:10:41.089	32.6s	11.5s	84.8%	396.5 MB	1.1 GB	57.9 MB	4.1 KB
525	38/52ff62	2153404	run_method (frangieh/control/gene+weissman_method+NO-SITE-605)	COMPLETED	0	2022-06-13 00:41:09.622	30m 19s	2m 26s	95.2%	27.9 GB	28.6 GB	1.1 GB	115 KB
1339	3b/82c299	2153523	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00005)	COMPLETED	0	2022-06-13 01:10:55.134	33.6s	12.2s	79.4%	490.4 MB	1.2 GB	57.9 MB	4.1 KB
1361	f8/d0299f	2153524	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00011)	COMPLETED	0	2022-06-13 01:11:15.186	33.5s	19.6s	78.1%	411.5 MB	1.2 GB	79.9 MB	4 KB
557	24/632a6a	2153405	run_method (frangieh/control/gene+weissman_method+NO-SITE-963)	COMPLETED	0	2022-06-13 00:41:40.059	30m 19s	2m 8s	89.4%	27.9 GB	28.6 GB	1.1 GB	144.1 KB
1385	6a/d8db4c	2153526	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00017)	COMPLETED	0	2022-06-13 01:11:31.216	32.5s	18.7s	83.4%	475.3 MB	1.3 GB	79.9 MB	4 KB
397	9a/efe680	2153384	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-736)	COMPLETED	0	2022-06-13 00:39:09.806	32m 59s	12m 10s	97.2%	16.6 GB	17.4 GB	1.1 GB	182.2 KB
1232	d0/f179e6	2153226	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00009)	COMPLETED	0	2022-06-13 00:10:19.599	1h 1m 59s	31m 3s	98.7%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
1444	c1/40b1f0	2153354	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-3)	COMPLETED	0	2022-06-13 00:35:10.660	37m 8s	20m 18s	99.1%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
343	a4/23f966	2153377	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-848)	COMPLETED	0	2022-06-13 00:38:20.620	33m 58s	16m 13s	96.6%	6.6 GB	7.4 GB	1.1 GB	166.7 KB
318	ea/6976c3	2153373	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-202)	COMPLETED	0	2022-06-13 00:37:59.783	34m 24s	12m 55s	96.9%	16.5 GB	17.3 GB	1.1 GB	182.2 KB
1415	b7/b286eb	2153527	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00024)	COMPLETED	0	2022-06-13 01:11:50.292	33.4s	12.3s	80.6%	491.4 MB	1.2 GB	57.9 MB	4.1 KB
1429	ee/1baedd	2153528	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00028)	COMPLETED	0	2022-06-13 01:12:00.299	33.4s	18.2s	83.2%	434.1 MB	1.2 GB	79.9 MB	4 KB
1292	27/5976e1	2153229	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00024)	COMPLETED	0	2022-06-13 00:11:19.756	1h 1m 19s	30m 22s	98.7%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
355	0a/ac197a	2153382	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-869)	COMPLETED	0	2022-06-13 00:38:30.828	34m 13s	16m 28s	98.5%	6.6 GB	7.4 GB	1.1 GB	168.3 KB
1384	69/5a7252	2153525	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00017)	COMPLETED	0	2022-06-13 01:11:30.189	1m 34s	35.5s	89.1%	954.7 MB	1.8 GB	95 MB	3.6 KB
1496	19/fe8ea0	2153359	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-16)	COMPLETED	0	2022-06-13 00:35:49.855	37m 29s	20m 27s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
1500	2f/836645	2153361	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-17)	COMPLETED	0	2022-06-13 00:35:54.685	37m 59s	20m 40s	98.6%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
422	17/cc0152	2153389	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-598)	COMPLETED	0	2022-06-13 00:39:35.446	34m 43s	10m 18s	96.8%	16.5 GB	17.3 GB	1.1 GB	182.1 KB
1457	c8/7026ab	2153244	run_method (simulated/experiment_1/gene+seurat_de+NTC-6)	COMPLETED	0	2022-06-13 00:14:04.766	1h 44s	42m 40s	98.8%	4.6 GB	5.4 GB	688.7 MB	126.9 KB
1453	f6/d86e31	2153242	run_method (simulated/experiment_1/gene+seurat_de+NTC-5)	COMPLETED	0	2022-06-13 00:14:00.795	1h 1m 18s	43m 16s	99.2%	4.6 GB	5.4 GB	688.7 MB	126.8 KB
907	89/6ad67e	2153433	run_method (papalexi/eccite_screen/gene+weissman_method+NTg7)	COMPLETED	0	2022-06-13 00:47:09.825	28m 49s	1m 34s	97.3%	17.6 GB	18.2 GB	708.1 MB	174.6 KB
729	2e/cbdf58	2153418	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-84)	COMPLETED	0	2022-06-13 00:44:19.668	31m 44s	2m 49s	95.6%	43.4 GB	44.1 GB	1.5 GB	143.4 KB
797	a7/3b0f7d	2153423	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-544)	COMPLETED	0	2022-06-13 00:45:24.623	30m 39s	2m 50s	96.0%	43.4 GB	44.1 GB	1.5 GB	144.5 KB
406	e0/156396	2153385	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-714)	COMPLETED	0	2022-06-13 00:39:20.153	36m 59s	17m 20s	93.3%	6.6 GB	7.4 GB	1.1 GB	171.2 KB
1449	9d/a98b7b	2153240	run_method (simulated/experiment_1/gene+seurat_de+NTC-4)	COMPLETED	0	2022-06-13 00:13:57.446	1h 2m 26s	44m 53s	97.5%	4.6 GB	5.4 GB	688.7 MB	126.8 KB
1474	3a/c1fd4d	2153247	run_method (simulated/experiment_1/gene+seurat_de+NTC-10)	COMPLETED	0	2022-06-13 00:14:21.800	1h 2m 7s	43m 29s	98.5%	4.6 GB	5.4 GB	688.7 MB	126.9 KB
913	e4/64ae69	2153508	run_method (papalexi/eccite_screen/gene+seurat_de+NTg9)	COMPLETED	0	2022-06-13 01:05:20.150	11m 14s	10m 54s	97.5%	4.3 GB	5.1 GB	730.2 MB	185 KB
411	f8/b5259b	2153388	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-594)	COMPLETED	0	2022-06-13 00:39:22.819	37m 36s	16m 6s	96.5%	6.6 GB	7.4 GB	1.1 GB	170.4 KB
474	18/84071d	2153396	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-386)	COMPLETED	0	2022-06-13 00:40:19.678	36m 59s	10m 14s	97.1%	16.5 GB	17.3 GB	1.1 GB	182.1 KB
988	20/18b9dd	2153511	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method+non-targeting-00008)	COMPLETED	0	2022-06-13 01:06:15.148	11m 49s	1m 8s	93.6%	3.5 GB	4.3 GB	150.2 MB	3.7 KB
1513	84/7ac222	2153252	run_method (simulated/experiment_1/gene+seurat_de+NTC-20)	COMPLETED	0	2022-06-13 00:15:00.754	1h 3m 18s	41m 56s	99.0%	4.6 GB	5.4 GB	688.7 MB	126.8 KB
283	4d/a57e69	2153371	run_method (frangieh/co_culture/gene+seurat_de+NO-SITE-960)	COMPLETED	0	2022-06-13 00:37:24.776	41m 19s	23m 49s	96.8%	9.7 GB	10.5 GB	1.6 GB	170.8 KB
1065	ea/13f999	2153446	run_method (schraivogel/enhancer_screen_chr11/gene+seurat_de+non-targeting-00027)	COMPLETED	0	2022-06-13 00:49:21.788	29m 42s	1m 22s	94.0%	3.5 GB	4.3 GB	135.1 MB	4.1 KB
1189	eb/4a983e	2153453	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00028)	COMPLETED	0	2022-06-13 00:51:09.730	28m 39s	1m 26s	94.3%	3.7 GB	4.5 GB	127.1 MB	4 KB
857	68/5a3813	2153428	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-913)	COMPLETED	0	2022-06-13 00:46:22.774	33m 41s	3m 41s	94.5%	43.4 GB	44.1 GB	1.5 GB	145 KB
1541	b2/108faf	2153259	run_method (simulated/experiment_1/gene+seurat_de+NTC-27)	COMPLETED	0	2022-06-13 00:15:29.841	1h 4m 49s	42m 22s	99.1%	4.6 GB	5.4 GB	688.7 MB	126.9 KB
1169	ae/baba1f	2153451	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00023)	COMPLETED	0	2022-06-13 00:50:49.700	29m 39s	1m 57s	98.1%	3.7 GB	4.5 GB	127.1 MB	4 KB
475	09/82c6e6	2153397	run_method (frangieh/control/gene+seurat_de+NO-SITE-386)	COMPLETED	0	2022-06-13 00:40:20.872	40m 43s	16m 12s	96.6%	6.6 GB	7.4 GB	1.1 GB	172.3 KB
490	d2/9cfa13	2153401	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-915)	COMPLETED	0	2022-06-13 00:40:35.922	40m 28s	12m 30s	97.1%	16.5 GB	17.4 GB	1.1 GB	181.9 KB
1200	15/fb3a79	2153323	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00001)	COMPLETED	0	2022-06-13 00:31:20.782	49m 58s	27m 28s	99.7%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
459	8e/8dc3b2	2153392	run_method (frangieh/control/gene+seurat_de+NO-SITE-36)	COMPLETED	0	2022-06-13 00:40:04.844	41m 14s	17m 30s	98.6%	6.6 GB	7.4 GB	1.1 GB	172.9 KB
1216	3b/dac012	2153325	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00005)	COMPLETED	0	2022-06-13 00:31:35.745	50m 18s	27m 27s	99.8%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
558	83/442de5	2153406	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-628)	COMPLETED	0	2022-06-13 00:41:40.780	40m 28s	11m 57s	97.0%	16.6 GB	17.4 GB	1.1 GB	182.4 KB
1437	d5/eb4b7a	2153351	run_method (simulated/experiment_1/gene+seurat_de+NTC-1)	COMPLETED	0	2022-06-13 00:35:04.860	47m 14s	43m 10s	99.2%	4.6 GB	5.4 GB	688.7 MB	126.8 KB
920	6a/e938bb	2153570	run_method (papalexi/eccite_screen/protein+seurat_de+NTg1)	COMPLETED	0	2022-06-13 01:22:20.246	33.5s	17.3s	82.0%	412.4 MB	1.2 GB	71.6 MB	2.9 KB
562	d3/3ed1d7	2153407	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-913)	COMPLETED	0	2022-06-13 00:41:45.487	41m 28s	12m 1s	96.8%	16.6 GB	17.4 GB	1.1 GB	182.3 KB
869	a3/c841c1	2153430	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-960)	COMPLETED	0	2022-06-13 00:46:35.370	36m 43s	3m 23s	93.7%	43.4 GB	44.1 GB	1.5 GB	142 KB
1555	f3/3b77c9	2153485	run_method (simulated/experiment_1/gene+weissman_method+NTC-30)	COMPLETED	0	2022-06-13 00:55:52.836	28m 1s	1m 47s	95.7%	15.6 GB	16.2 GB	666.7 MB	121.2 KB
1537	02/e42b9e	2153256	run_method (simulated/experiment_1/gene+seurat_de+NTC-26)	COMPLETED	0	2022-06-13 00:15:24.833	1h 8m 54s	47m 12s	100.0%	4.6 GB	5.4 GB	688.7 MB	126.8 KB
1291	a6/4cbd28	2153457	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method+non-targeting-00023)	COMPLETED	0	2022-06-13 00:52:35.507	31m 43s	3m 58s	89.0%	28.3 GB	28.9 GB	1.1 GB	190.3 KB
1048	fc/45bf66	2153574	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method+non-targeting-00022)	COMPLETED	0	2022-06-13 01:23:55.234	33.5s	24s	89.0%	3.5 GB	4.1 GB	113 MB	7.2 KB
1083	2b/79b2c3	2153575	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00001)	COMPLETED	0	2022-06-13 01:24:20.110	1m 14s	24.1s	89.7%	3.6 GB	4.3 GB	105.1 MB	7.3 KB
491	dd/9717eb	2153402	run_method (frangieh/control/gene+seurat_de+NO-SITE-915)	COMPLETED	0	2022-06-13 00:40:36.764	45m 32s	17m 44s	98.2%	6.6 GB	7.4 GB	1.1 GB	169.7 KB
1179	61/57abd0	2153578	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00025)	COMPLETED	0	2022-06-13 01:25:35.116	33.6s	24.7s	88.9%	3.6 GB	4.3 GB	105.1 MB	7.3 KB
349	09/a3ddb3	2153491	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-157)	COMPLETED	0	2022-06-13 00:57:25.203	29m 39s	3m 7s	83.4%	27.9 GB	28.6 GB	1.1 GB	143.8 KB
1252	59/09da19	2153329	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00014)	COMPLETED	0	2022-06-13 00:32:09.744	55m 49s	31m 26s	98.2%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
1264	03/299a28	2153331	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00017)	COMPLETED	0	2022-06-13 00:32:20.773	55m 58s	30m 51s	99.1%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
598	d8/cc5e01	2153408	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-241)	COMPLETED	0	2022-06-13 00:42:19.733	45m 59s	17m 33s	97.6%	25.6 GB	26.4 GB	1.5 GB	176 KB
731	08/0f039d	2153420	run_method (frangieh/ifn_gamma/gene+schraivogel_method+NO-SITE-736)	COMPLETED	0	2022-06-13 00:44:21.621	43m 57s	16m 13s	98.6%	25.6 GB	26.5 GB	1.5 GB	176 KB
1397	29/037dbe	2153583	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00020)	COMPLETED	0	2022-06-13 01:28:20.217	33.5s	20.8s	86.5%	491.2 MB	1.3 GB	79.9 MB	4 KB
